name,base_salary,signing_bonus,option_bonus,roster_bonus,per_game_bonus,workout_bonus,other_bonus,guaranteed_money,cap_hit_2026,dead_cap,position,age,total_contract_value,team,years_remaining,epa_total,snaps_played,games_missed,player_id
Cooper McDonald,1005000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005000.0,0.0,LB,25,0.0,KC,1,7.967716666666667,619,7,kc_lb_cooper_mcdonald
Tyreke Smith,1005000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005000.0,0.0,LB,26,0.0,KC,1,7.967716666666667,619,7,kc_lb_tyreke_smith
Chris Oladokun,1005000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005000.0,0.0,QB,29,0.0,KC,1,-1.9449,65,16,kc_qb_chris_oladokun
Esa Pole,1005000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005000.0,0.0,OL,25,0.0,KC,1,0.394,65,16,kc_ol_esa_pole
Cyrus Allen,885000.0,94869.0,0.0,0.0,0.0,0.0,0.0,0.0,979869.0,0.0,,25,0.0,KC,1,7.967716666666667,619,7,kc_nan_cyrus_allen
Garrett Nussmeier,885000.0,30122.0,0.0,0.0,0.0,0.0,0.0,0.0,915122.0,0.0,,25,0.0,KC,1,7.967716666666667,619,7,kc_nan_garrett_nussmeier
Jake Briningstool,885000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,895000.0,0.0,TE,24,0.0,KC,1,7.349425,747,5,kc_te_jake_briningstool
Jeff Caldwell,885000.0,8333.0,0.0,0.0,0.0,0.0,0.0,247500.0,893333.0,0.0,,25,0.0,KC,1,7.967716666666667,619,7,kc_nan_jeff_caldwell
Pete Nygra,885000.0,6666.0,0.0,0.0,0.0,0.0,0.0,247500.0,891666.0,0.0,,25,0.0,KC,1,7.967716666666667,619,7,kc_nan_pete_nygra
Bryce Phillips,885000.0,6666.0,0.0,0.0,0.0,0.0,0.0,247500.0,891666.0,0.0,,25,0.0,KC,1,7.967716666666667,619,7,kc_nan_bryce_phillips
DeShon Singleton,885000.0,6666.0,0.0,0.0,0.0,0.0,0.0,247500.0,891666.0,0.0,,25,0.0,KC,1,7.967716666666667,619,7,kc_nan_deshon_singleton
Vincent Anthony,885000.0,6666.0,0.0,0.0,0.0,0.0,0.0,247500.0,891666.0,0.0,,25,0.0,KC,1,7.967716666666667,619,7,kc_nan_vincent_anthony
John Michael Gyllenborg,885000.0,6666.0,0.0,0.0,0.0,0.0,0.0,247500.0,891666.0,0.0,,25,0.0,KC,1,7.967716666666667,619,7,kc_nan_john_michael_gyllenborg
Josh Thompson,885000.0,6666.0,0.0,0.0,0.0,0.0,0.0,247500.0,891666.0,0.0,DB,28,0.0,KC,1,-2.8346,65,16,kc_db_josh_thompson
Xavier Nwankpa,885000.0,6666.0,0.0,0.0,0.0,0.0,0.0,247500.0,891666.0,0.0,,25,0.0,KC,1,7.967716666666667,619,7,kc_nan_xavier_nwankpa
Zelmar Vedder,885000.0,3333.0,0.0,0.0,0.0,0.0,0.0,175000.0,888333.0,0.0,,25,0.0,KC,1,7.967716666666667,619,7,kc_nan_zelmar_vedder
Wesley Bissainthe,885000.0,3333.0,0.0,0.0,0.0,0.0,0.0,159000.0,888333.0,0.0,,25,0.0,KC,1,7.967716666666667,619,7,kc_nan_wesley_bissainthe
Cole Brevard,885000.0,3333.0,0.0,0.0,0.0,0.0,0.0,50000.0,888333.0,0.0,,25,0.0,KC,1,7.967716666666667,619,7,kc_nan_cole_brevard
Damon Payne Jr.,885000.0,1666.0,0.0,0.0,0.0,0.0,0.0,75000.0,886666.0,0.0,,25,0.0,KC,1,7.967716666666667,619,7,kc_nan_damon_payne_jr_
Omari Evans,885000.0,1666.0,0.0,0.0,0.0,0.0,0.0,80000.0,886666.0,0.0,,25,0.0,KC,1,7.967716666666667,619,7,kc_nan_omari_evans
Ethan Downs,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,LB,24,0.0,KC,1,7.967716666666667,619,7,kc_lb_ethan_downs
Marcus Harris,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,DL,26,0.0,KC,1,7.967716666666667,619,7,kc_dl_marcus_harris
Tre Watson,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,TE,24,0.0,KC,1,7.349425,747,5,kc_te_tre_watson
Andrew Armstrong,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,WR,26,0.0,KC,1,10.062375,809,4,kc_wr_andrew_armstrong
Jimmy Holiday,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,WR,25,0.0,KC,1,10.062375,809,4,kc_wr_jimmy_holiday
Melvin Smith,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,DB,24,0.0,KC,1,-2.8346,65,16,kc_db_melvin_smith
Jacob De Jesus,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,,25,0.0,KC,1,7.967716666666667,619,7,kc_nan_jacob_de_jesus
Kahlil Benson,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,,25,0.0,KC,1,7.967716666666667,619,7,kc_nan_kahlil_benson
Xavier Loyd,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,,25,0.0,KC,1,7.967716666666667,619,7,kc_nan_xavier_loyd
E.J. Smith,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,885000.0,0.0,,25,0.0,KC,1,7.967716666666667,619,7,kc_nan_e_j__smith
D'Arco Perkins-McAllister,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,175000.0,885000.0,0.0,,25,0.0,KC,1,7.967716666666667,619,7,kc_nan_d_arco_perkins_mcallister
Amari McNeill,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,,25,0.0,KC,1,7.967716666666667,619,7,kc_nan_amari_mcneill
Anthony Dunn,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,885000.0,0.0,,25,0.0,KC,1,7.967716666666667,619,7,kc_nan_anthony_dunn
Jaydn Ott,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,75000.0,885000.0,0.0,,25,0.0,KC,1,7.967716666666667,619,7,kc_nan_jaydn_ott
Kam Arnold,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,LB,24,0.0,KC,1,7.967716666666667,619,7,kc_lb_kam_arnold
Justin Herbert,24000000.0,3224375.0,19121300.0,0.0,0.0,0.0,0.0,24000000.0,46345675.0,0.0,QB,28,0.0,LAC,1,29.0283,975,2,lac_qb_justin_herbert
Derwin James,11500000.0,10106495.0,0.0,3000000.0,0.0,0.0,0.0,14500000.0,24606495.0,0.0,DB,30,0.0,LAC,1,-2.8346,65,16,lac_db_derwin_james
Rashawn Slater,11000000.0,5800000.0,0.0,7000000.0,0.0,0.0,0.0,18000000.0,23800000.0,0.0,OL,27,0.0,LAC,1,0.394,65,16,lac_ol_rashawn_slater
Khalil Mack,8000000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,8000000.0,18000000.0,0.0,LB,35,0.0,LAC,1,7.967716666666667,619,7,lac_lb_khalil_mack
Joe Alt,1075000.0,5234262.0,0.0,2734632.0,0.0,0.0,0.0,3809632.0,9043894.0,0.0,OL,23,0.0,LAC,1,0.394,65,16,lac_ol_joe_alt
Donte Jackson,6000000.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,8500000.0,0.0,DB,31,0.0,LAC,1,-2.8346,65,16,lac_db_donte_jackson
Elijah Molden,6000000.0,1916666.0,0.0,0.0,0.0,0.0,0.0,6000000.0,7916666.0,0.0,DB,27,0.0,LAC,1,-2.8346,65,16,lac_db_elijah_molden
Dalvin Tomlinson,2690000.0,3000000.0,0.0,0.0,510000.0,0.0,600000.0,2690000.0,6800000.0,0.0,DL,32,0.0,LAC,1,7.967716666666667,619,7,lac_dl_dalvin_tomlinson
Tuli Tuipulotu,5767000.0,444797.0,0.0,0.0,0.0,0.0,0.0,0.0,6211797.0,0.0,LB,24,0.0,LAC,1,7.967716666666667,619,7,lac_lb_tuli_tuipulotu
Teair Tart,3000000.0,2000000.0,0.0,0.0,1020000.0,0.0,0.0,4020000.0,6020000.0,0.0,DL,29,0.0,LAC,1,7.967716666666667,619,7,lac_dl_teair_tart
Cameron Dicker,4250000.0,600000.0,875000.0,0.0,0.0,0.0,0.0,0.0,5725000.0,0.0,K,26,0.0,LAC,1,7.967716666666667,619,7,lac_k_cameron_dicker
Cole Strange,3500000.0,1750000.0,0.0,0.0,0.0,0.0,0.0,3500000.0,5250000.0,0.0,OL,28,0.0,LAC,1,0.394,65,16,lac_ol_cole_strange
Quentin Johnston,2684835.0,1829779.0,0.0,0.0,0.0,0.0,0.0,2684835.0,4514614.0,0.0,WR,25,0.0,LAC,1,11.459,1040,1,lac_wr_quentin_johnston
Charlie Kolar,2000000.0,2333333.0,0.0,0.0,0.0,0.0,0.0,2000000.0,4333333.0,0.0,TE,27,0.0,LAC,1,7.349425,747,5,lac_te_charlie_kolar
Omarion Hampton,1005000.0,2391721.0,0.0,642930.0,0.0,0.0,0.0,1647930.0,4039651.0,0.0,RB,23,0.0,LAC,1,-3.25788,448,10,lac_rb_omarion_hampton
Daiyan Henley,3674000.0,235532.0,0.0,0.0,0.0,0.0,0.0,0.0,3909532.0,0.0,LB,27,0.0,LAC,1,7.967716666666667,619,7,lac_lb_daiyan_henley
J.K. Scott,2350000.0,950000.0,0.0,500000.0,0.0,0.0,0.0,500000.0,3800000.0,0.0,P,31,0.0,LAC,1,-3.0899,130,15,lac_p_j_k__scott
Trey Pipkins,1825000.0,1375000.0,0.0,0.0,425000.0,0.0,250000.0,1825000.0,3775000.0,0.0,OL,30,0.0,LAC,1,0.0,65,16,lac_ol_trey_pipkins
Bud Dupree,2250000.0,250000.0,0.0,1000000.0,255000.0,0.0,0.0,1000000.0,3740000.0,0.0,LB,33,0.0,LAC,1,7.967716666666667,619,7,lac_lb_bud_dupree
Akheem Mesidor,885000.0,2834344.0,0.0,0.0,0.0,0.0,0.0,885000.0,3719344.0,0.0,,25,0.0,LAC,1,7.967716666666667,619,7,lac_nan_akheem_mesidor
Trevor Penning,2250000.0,1250000.0,0.0,0.0,0.0,0.0,0.0,2250000.0,3500000.0,0.0,OL,27,0.0,LAC,1,0.394,65,16,lac_ol_trevor_penning
Troy Dye,2150000.0,750000.0,0.0,500000.0,0.0,0.0,0.0,500000.0,3400000.0,0.0,LB,30,0.0,LAC,1,7.967716666666667,619,7,lac_lb_troy_dye
Alec Ingold,2310000.0,625000.0,0.0,0.0,340000.0,0.0,0.0,2310000.0,3275000.0,0.0,RB,30,0.0,LAC,1,-3.25788,448,10,lac_rb_alec_ingold
Keaton Mitchell,1250000.0,1875000.0,0.0,0.0,0.0,0.0,0.0,1250000.0,3125000.0,0.0,RB,24,0.0,LAC,1,-3.25788,448,10,lac_rb_keaton_mitchell
David Njoku,1300000.0,850000.0,0.0,0.0,850000.0,0.0,200000.0,0.0,2950000.0,0.0,TE,30,0.0,LAC,1,7.349425,747,5,lac_te_david_njoku
Del'Shawn Phillips,1500000.0,1250000.0,0.0,0.0,0.0,0.0,0.0,1500000.0,2750000.0,0.0,LB,30,0.0,LAC,1,7.967716666666667,619,7,lac_lb_del_shawn_phillips
Ladd McConkey,1703654.0,1022306.0,0.0,0.0,0.0,0.0,0.0,1703654.0,2725960.0,0.0,WR,25,0.0,LAC,1,64.6544,1040,1,lac_wr_ladd_mcconkey
Trey Lance,1700000.0,800000.0,0.0,0.0,0.0,0.0,0.0,1200000.0,2500000.0,0.0,QB,26,0.0,LAC,1,20.73098333333333,660,6,lac_qb_trey_lance
Denzel Perryman,1300000.0,200000.0,0.0,0.0,1190000.0,100000.0,0.0,300000.0,2300000.0,0.0,LB,34,0.0,LAC,1,7.967716666666667,619,7,lac_lb_denzel_perryman
Kayode Awosika,1215500.0,300000.0,0.0,0.0,484500.0,0.0,0.0,0.0,1886000.0,0.0,OL,28,0.0,LAC,1,0.394,65,16,lac_ol_kayode_awosika
Tre Harris,1195350.0,581398.0,0.0,0.0,0.0,0.0,0.0,1195350.0,1776748.0,0.0,WR,24,0.0,LAC,1,10.062375,809,4,lac_wr_tre_harris
Tony Jefferson,1300000.0,100000.0,0.0,10000.0,0.0,0.0,250000.0,1300000.0,1750000.0,0.0,DB,34,0.0,LAC,1,-2.8346,65,16,lac_db_tony_jefferson
Junior Colson,1342910.0,300819.0,0.0,0.0,0.0,0.0,0.0,0.0,1643729.0,0.0,LB,24,0.0,LAC,1,7.967716666666667,619,7,lac_lb_junior_colson
Josh Harris,1627500.0,187500.0,0.0,0.0,0.0,0.0,0.0,1627500.0,1487500.0,0.0,LS,37,0.0,LAC,1,7.967716666666667,619,7,lac_ls_josh_harris
Jake Slaughter,885000.0,555984.0,0.0,0.0,0.0,0.0,0.0,885000.0,1440984.0,0.0,,25,0.0,LAC,1,7.967716666666667,619,7,lac_nan_jake_slaughter
Jamaree Caldwell,1126967.0,307866.0,0.0,0.0,0.0,0.0,0.0,0.0,1434833.0,0.0,DL,26,0.0,LAC,1,7.967716666666667,619,7,lac_dl_jamaree_caldwell
Deane Leonard,1812500.0,0.0,0.0,0.0,187500.0,0.0,0.0,1215000.0,1402500.0,0.0,DB,27,0.0,LAC,1,-2.8346,65,16,lac_db_deane_leonard
Derius Davis,1145000.0,177982.0,0.0,0.0,0.0,0.0,0.0,0.0,1322982.0,0.0,WR,26,0.0,LAC,1,0.2676,812,4,lac_wr_derius_davis
Justin Eboigbe,1075000.0,209753.0,0.0,0.0,0.0,0.0,0.0,0.0,1284753.0,0.0,DL,25,0.0,LAC,1,7.967716666666667,619,7,lac_dl_justin_eboigbe
Kyle Kennard,1005000.0,232641.0,0.0,0.0,0.0,0.0,0.0,0.0,1237641.0,0.0,LB,25,0.0,LAC,1,7.967716666666667,619,7,lac_lb_kyle_kennard
Brenen Thompson,885000.0,313034.0,0.0,0.0,0.0,0.0,0.0,0.0,1198034.0,0.0,,25,0.0,LAC,1,7.967716666666667,619,7,lac_nan_brenen_thompson
Scott Matlock,1145000.0,43073.0,0.0,0.0,0.0,0.0,0.0,0.0,1188073.0,0.0,RB,26,0.0,LAC,1,1.0718,325,12,lac_rb_scott_matlock
Travis Burke,885000.0,290968.0,0.0,0.0,0.0,0.0,0.0,0.0,1175968.0,0.0,,25,0.0,LAC,1,7.967716666666667,619,7,lac_nan_travis_burke
Tarheeb Still,1075000.0,93930.0,0.0,0.0,0.0,0.0,0.0,0.0,1168930.0,0.0,DB,24,0.0,LAC,1,-2.8346,65,16,lac_db_tarheeb_still
Cam Hart,1075000.0,90982.0,0.0,0.0,0.0,0.0,0.0,0.0,1165982.0,0.0,DB,26,0.0,LAC,1,-2.8346,65,16,lac_db_cam_hart
Andre Carter II,1145000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145000.0,0.0,,26,0.0,LAC,1,7.967716666666667,619,7,lac_nan_andre_carter_ii
Jaret Patterson,1145000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145000.0,0.0,RB,27,0.0,LAC,1,-3.25788,448,10,lac_rb_jaret_patterson
Genesis Smith,885000.0,256922.0,0.0,0.0,0.0,0.0,0.0,0.0,1141922.0,0.0,,25,0.0,LAC,1,7.967716666666667,619,7,lac_nan_genesis_smith
KeAndre Lambert-Smith,1005000.0,102001.0,0.0,0.0,0.0,0.0,0.0,0.0,1107001.0,0.0,WR,25,0.0,LAC,1,10.062375,809,4,lac_wr_keandre_lambert_smith
Oronde Gadsden II,1005000.0,93509.0,0.0,0.0,0.0,0.0,0.0,0.0,1098509.0,0.0,TE,23,0.0,LAC,1,7.349425,747,5,lac_te_oronde_gadsden_ii
Kimani Vidal,1075000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075000.0,0.0,RB,25,0.0,LAC,1,-6.6464,585,8,lac_rb_kimani_vidal
Kendall Williamson,1075000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075000.0,0.0,DB,26,0.0,LAC,1,-2.8346,65,16,lac_db_kendall_williamson
R.J. Mickens,1005000.0,43570.0,0.0,0.0,0.0,0.0,0.0,0.0,1048570.0,0.0,DB,25,0.0,LAC,1,-2.8346,65,16,lac_db_r_j__mickens
Nick Barrett,885000.0,135780.0,0.0,0.0,0.0,0.0,0.0,0.0,1020780.0,0.0,,25,0.0,LAC,1,7.967716666666667,619,7,lac_nan_nick_barrett
Nikko Reed,1005000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,1010000.0,0.0,DB,23,0.0,LAC,1,-2.8346,65,16,lac_db_nikko_reed
Marlowe Wax,1005000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1006000.0,0.0,LB,24,0.0,LAC,1,7.967716666666667,619,7,lac_lb_marlowe_wax
Dalevon Campbell,1005000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005000.0,0.0,WR,25,0.0,LAC,1,10.062375,809,4,lac_wr_dalevon_campbell
Logan Taylor,885000.0,67692.0,0.0,0.0,0.0,0.0,0.0,0.0,952692.0,0.0,,25,0.0,LAC,1,7.967716666666667,619,7,lac_nan_logan_taylor
Alex Harkey,885000.0,64902.0,0.0,0.0,0.0,0.0,0.0,0.0,949902.0,0.0,,25,0.0,LAC,1,7.967716666666667,619,7,lac_nan_alex_harkey
Nadame Tucker,885000.0,13333.0,0.0,0.0,0.0,0.0,0.0,247500.0,898333.0,0.0,,25,0.0,LAC,1,7.967716666666667,619,7,lac_nan_nadame_tucker
Eric Rogers,885000.0,6666.0,0.0,0.0,0.0,0.0,0.0,0.0,891666.0,0.0,DB,24,0.0,LAC,1,-2.8346,65,16,lac_db_eric_rogers
Avery Smith,885000.0,6666.0,0.0,0.0,0.0,0.0,0.0,247500.0,891666.0,0.0,,25,0.0,LAC,1,7.967716666666667,619,7,lac_nan_avery_smith
Isaiah World,885000.0,6333.0,0.0,0.0,0.0,0.0,0.0,515000.0,891333.0,0.0,,25,0.0,LAC,1,7.967716666666667,619,7,lac_nan_isaiah_world
Lander Barton,885000.0,5666.0,0.0,0.0,0.0,0.0,0.0,247500.0,890666.0,0.0,,25,0.0,LAC,1,7.967716666666667,619,7,lac_nan_lander_barton
Evan Svoboda,885000.0,4333.0,0.0,0.0,0.0,0.0,0.0,0.0,889333.0,0.0,,25,0.0,LAC,1,7.967716666666667,619,7,lac_nan_evan_svoboda
Jerand Bradley,885000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,889000.0,0.0,,25,0.0,LAC,1,7.967716666666667,619,7,lac_nan_jerand_bradley
Jahmeer Carter,885000.0,3333.0,0.0,0.0,0.0,0.0,0.0,0.0,888333.0,0.0,,25,0.0,LAC,1,7.967716666666667,619,7,lac_nan_jahmeer_carter
Jacobian Guillory,885000.0,3333.0,0.0,0.0,0.0,0.0,0.0,0.0,888333.0,0.0,,25,0.0,LAC,1,7.967716666666667,619,7,lac_nan_jacobian_guillory
Devonte Ross,885000.0,3333.0,0.0,0.0,0.0,0.0,0.0,25000.0,888333.0,0.0,,25,0.0,LAC,1,7.967716666666667,619,7,lac_nan_devonte_ross
Jacob Spomer,885000.0,3333.0,0.0,0.0,0.0,0.0,0.0,0.0,888333.0,0.0,,25,0.0,LAC,1,7.967716666666667,619,7,lac_nan_jacob_spomer
Devin Grant,885000.0,3333.0,0.0,0.0,0.0,0.0,0.0,0.0,888333.0,0.0,,25,0.0,LAC,1,7.967716666666667,619,7,lac_nan_devin_grant
Terry Webb,885000.0,3333.0,0.0,0.0,0.0,0.0,0.0,0.0,888333.0,0.0,,25,0.0,LAC,1,7.967716666666667,619,7,lac_nan_terry_webb
Sincere Brown,885000.0,3333.0,0.0,0.0,0.0,0.0,0.0,20000.0,888333.0,0.0,,25,0.0,LAC,1,7.967716666666667,619,7,lac_nan_sincere_brown
Greg Desrosiers Jr.,885000.0,3333.0,0.0,0.0,0.0,0.0,0.0,0.0,888333.0,0.0,,25,0.0,LAC,1,7.967716666666667,619,7,lac_nan_greg_desrosiers_jr_
Noah Avinger,885000.0,2666.0,0.0,0.0,0.0,0.0,0.0,0.0,887666.0,0.0,,25,0.0,LAC,1,7.967716666666667,619,7,lac_nan_noah_avinger
Rodney Shelley,885000.0,1666.0,0.0,0.0,0.0,0.0,0.0,0.0,886666.0,0.0,,25,0.0,LAC,1,7.967716666666667,619,7,lac_nan_rodney_shelley
Johnny Pascuzzi,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,,25,0.0,LAC,1,7.967716666666667,619,7,lac_nan_johnny_pascuzzi
Peter Bowden,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,LS,25,0.0,LAC,1,7.967716666666667,619,7,lac_ls_peter_bowden
Liam Clifford,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,,25,0.0,LAC,1,7.967716666666667,619,7,lac_nan_liam_clifford
Laekin Vakalahi,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,OL,23,0.0,LAC,1,0.394,65,16,lac_ol_laekin_vakalahi
Myles Purchase,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,DB,24,0.0,LAC,1,-2.8346,65,16,lac_db_myles_purchase
TeRah Edwards,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,DL,25,0.0,LAC,1,7.967716666666667,619,7,lac_dl_terah_edwards
JaQuae Jackson,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,WR,26,0.0,LAC,1,10.062375,809,4,lac_wr_jaquae_jackson
Amar Johnson,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,RB,23,0.0,LAC,1,-3.25788,448,10,lac_rb_amar_johnson
Emany Johnson,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,LB,26,0.0,LAC,1,7.967716666666667,619,7,lac_lb_emany_johnson
Josh Kaltenberger,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,OL,25,0.0,LAC,1,0.394,65,16,lac_ol_josh_kaltenberger
Garmon Randolph,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,LB,26,0.0,LAC,1,7.967716666666667,619,7,lac_lb_garmon_randolph
Branson Taylor,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,OL,24,0.0,LAC,1,0.394,65,16,lac_ol_branson_taylor
DJ Uiagalelei,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,QB,25,0.0,LAC,1,20.73098333333333,660,6,lac_qb_dj_uiagalelei
Isas Waxter,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,DB,25,0.0,LAC,1,-2.8346,65,16,lac_db_isas_waxter
Gary Jennings Jr.,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,WR,29,0.0,LAC,1,10.062375,809,4,lac_wr_gary_jennings_jr_
Maxx Crosby,30000000.0,5101250.0,0.0,0.0,782000.0,0.0,0.0,30000000.0,35791250.0,0.0,DL,29,0.0,LV,1,7.967716666666667,619,7,lv_dl_maxx_crosby
Kolton Miller,20000000.0,2500000.0,0.0,0.0,170000.0,0.0,0.0,20000000.0,22540000.0,0.0,OL,31,0.0,LV,1,0.394,65,16,lv_ol_kolton_miller
Tyler Linderbaum,10000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,3000000.0,14000000.0,0.0,OL,26,0.0,LV,1,0.394,65,16,lv_ol_tyler_linderbaum
Malcolm Koonce,5250000.0,5250000.0,0.0,0.0,510000.0,0.0,0.0,5250000.0,11010000.0,0.0,DL,28,0.0,LV,1,7.967716666666667,619,7,lv_dl_malcolm_koonce
Fernando Mendoza,885000.0,9527836.0,0.0,0.0,0.0,0.0,0.0,885000.0,10412836.0,0.0,,25,0.0,LV,1,7.967716666666667,619,7,lv_nan_fernando_mendoza
Quay Walker,7250000.0,2416666.0,0.0,0.0,0.0,0.0,0.0,7250000.0,9666666.0,0.0,LB,26,0.0,LV,1,7.967716666666667,619,7,lv_lb_quay_walker
Jeremy Chinn,7000000.0,2000000.0,0.0,0.0,629000.0,0.0,0.0,4250000.0,9555000.0,0.0,DB,28,0.0,LV,1,-2.8346,65,16,lv_db_jeremy_chinn
Kwity Paye,5500000.0,3412666.0,0.0,0.0,510000.0,0.0,0.0,5500000.0,9422666.0,0.0,DL,28,0.0,LV,1,7.967716666666667,619,7,lv_dl_kwity_paye
Taron Johnson,8100000.0,0.0,0.0,0.0,510000.0,150000.0,0.0,1175000.0,8670000.0,0.0,DB,30,0.0,LV,1,-2.8346,65,16,lv_db_taron_johnson
Ashton Jeanty,1005000.0,5686511.0,0.0,1466628.0,0.0,0.0,0.0,2471628.0,8158139.0,0.0,RB,23,0.0,LV,1,-3.25788,448,10,lv_rb_ashton_jeanty
Jalen Nailor,5500000.0,2000000.0,0.0,0.0,510000.0,0.0,0.0,5500000.0,8010000.0,0.0,WR,27,0.0,LV,1,10.062375,809,4,lv_wr_jalen_nailor
Nakobe Dean,5750000.0,1916666.0,0.0,0.0,510000.0,0.0,0.0,5750000.0,7966666.0,0.0,LB,26,0.0,LV,1,7.967716666666667,619,7,lv_lb_nakobe_dean
Eric Stokes,5000000.0,1200000.0,0.0,0.0,510000.0,0.0,0.0,5000000.0,6680000.0,0.0,DB,27,0.0,LV,1,-2.8346,65,16,lv_db_eric_stokes
Adam Butler,5250000.0,1083333.0,0.0,0.0,255000.0,0.0,0.0,5250000.0,6573333.0,0.0,DL,32,0.0,LV,1,7.967716666666667,619,7,lv_dl_adam_butler
A.J. Cole,4500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,3500000.0,5000000.0,0.0,P,31,0.0,LV,1,4.3339,65,16,lv_p_a_j__cole
Brock Bowers,1075000.0,2502961.0,0.0,1368980.0,0.0,0.0,0.0,2443980.0,4946941.0,0.0,TE,24,0.0,LV,1,26.2433,1105,0,lv_te_brock_bowers
Isaiah Pola-Mao,3270000.0,750000.0,0.0,0.0,340000.0,0.0,500000.0,0.0,4860000.0,0.0,DB,27,0.0,LV,1,-2.8346,65,16,lv_db_isaiah_pola_mao
Tre Tucker,3674000.0,214378.0,0.0,0.0,0.0,0.0,0.0,0.0,3888378.0,0.0,WR,25,0.0,LV,1,6.0013,975,2,lv_wr_tre_tucker
Aidan O'Connell,3674000.0,127345.0,0.0,0.0,0.0,0.0,0.0,0.0,3801345.0,0.0,QB,28,0.0,LV,1,-5.3396,650,7,lv_qb_aidan_o_connell
Thomas Booker,3674000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3674000.0,0.0,DL,27,0.0,LV,1,7.967716666666667,619,7,lv_dl_thomas_booker
Jordan Meredith,3520000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3520000.0,0.0,OL,28,0.0,LV,1,0.394,65,16,lv_ol_jordan_meredith
Spencer Burford,1245000.0,1500000.0,0.0,0.0,510000.0,0.0,0.0,1245000.0,3075000.0,0.0,OL,26,0.0,LV,1,0.394,65,16,lv_ol_spencer_burford
Michael Mayer,2020041.0,943389.0,0.0,0.0,0.0,0.0,0.0,303100.0,2963430.0,0.0,TE,25,0.0,LV,1,3.3407,747,5,lv_te_michael_mayer
Jackson Powers-Johnson,1592070.0,799138.0,0.0,0.0,0.0,0.0,0.0,1592070.0,2391208.0,0.0,OL,23,0.0,LV,1,0.394,65,16,lv_ol_jackson_powers_johnson
