name,base_salary,signing_bonus,option_bonus,roster_bonus,per_game_bonus,workout_bonus,other_bonus,guaranteed_money,cap_hit_2026,dead_cap,position,age,total_contract_value,team,years_remaining,epa_total,snaps_played,games_missed,player_id
Treydan Stukes,885000.0,1405543.0,0.0,0.0,0.0,0.0,0.0,885000.0,2290543.0,0.0,,25,0.0,LV,1,7.967716666666667,619,7,lv_nan_treydan_stukes
Matt Gay,1400000.0,200000.0,0.0,0.0,0.0,0.0,487500.0,1150000.0,2087500.0,0.0,K,32,0.0,LV,1,7.967716666666667,619,7,lv_k_matt_gay
Dareke Young,1215000.0,485000.0,0.0,0.0,102000.0,0.0,0.0,315000.0,1754000.0,0.0,WR,27,0.0,LV,1,10.062375,809,4,lv_wr_dareke_young
Connor Heyward,1215000.0,357500.0,0.0,0.0,170000.0,0.0,0.0,1215000.0,1742500.0,0.0,TE,27,0.0,LV,1,7.349425,747,5,lv_te_connor_heyward
Jack Bech,1183583.0,534331.0,0.0,0.0,0.0,0.0,0.0,1183583.0,1717914.0,0.0,WR,24,0.0,LV,1,10.062375,809,4,lv_wr_jack_bech
Ian Thomas,1300000.0,187500.0,0.0,0.0,127500.0,0.0,0.0,297500.0,1600000.0,0.0,TE,30,0.0,LV,1,7.349425,747,5,lv_te_ian_thomas
Delmar Glaze,1328254.0,271507.0,0.0,0.0,0.0,0.0,0.0,0.0,1599761.0,0.0,,25,0.0,LV,1,7.967716666666667,619,7,lv_nan_delmar_glaze
Darien Porter,1145641.0,382562.0,0.0,0.0,0.0,0.0,0.0,0.0,1528203.0,0.0,DB,25,0.0,LV,1,-2.8346,65,16,lv_db_darien_porter
Charles Grant,1120054.0,280215.0,0.0,0.0,0.0,0.0,0.0,0.0,1400269.0,0.0,OL,24,0.0,LV,1,0.394,65,16,lv_ol_charles_grant
Caleb Rogers,1120054.0,280215.0,0.0,0.0,0.0,0.0,0.0,0.0,1400269.0,0.0,OL,25,0.0,LV,1,0.394,65,16,lv_ol_caleb_rogers
Keyron Crawford,885000.0,457410.0,0.0,0.0,0.0,0.0,0.0,0.0,1342410.0,0.0,,25,0.0,LV,1,7.967716666666667,619,7,lv_nan_keyron_crawford
Kirk Cousins,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0,1300000.0,1300000.0,0.0,QB,38,0.0,LV,1,20.73098333333333,660,6,lv_qb_kirk_cousins
Decamerion Richardson,1075000.0,200254.0,0.0,0.0,0.0,0.0,0.0,0.0,1275254.0,0.0,DB,25,0.0,LV,1,-2.8346,65,16,lv_db_decamerion_richardson
Dont'e Thornton Jr.,1005000.0,262725.0,0.0,0.0,0.0,0.0,0.0,0.0,1267725.0,0.0,WR,24,0.0,LV,1,10.062375,809,4,lv_wr_dont_e_thornton_jr_
Trey Zuhn III,885000.0,356278.0,0.0,0.0,0.0,0.0,0.0,0.0,1241278.0,0.0,,25,0.0,LV,1,7.967716666666667,619,7,lv_nan_trey_zuhn_iii
Jermod McCoy,885000.0,326175.0,0.0,0.0,0.0,0.0,0.0,0.0,1211175.0,0.0,,25,0.0,LV,1,7.967716666666667,619,7,lv_nan_jermod_mccoy
Tonka Hemingway,1005000.0,166454.0,0.0,0.0,0.0,0.0,0.0,0.0,1171454.0,0.0,DL,25,0.0,LV,1,7.967716666666667,619,7,lv_dl_tonka_hemingway
Mike Washington Jr.,885000.0,279039.0,0.0,0.0,0.0,0.0,0.0,0.0,1164039.0,0.0,,25,0.0,LV,1,7.967716666666667,619,7,lv_nan_mike_washington_jr_
Tommy Eichenberg,1075000.0,84428.0,0.0,0.0,0.0,0.0,0.0,0.0,1159428.0,0.0,LB,25,0.0,LV,1,7.967716666666667,619,7,lv_lb_tommy_eichenberg
Atonio Mafi,1145000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145000.0,0.0,OL,26,0.0,LV,1,0.394,65,16,lv_ol_atonio_mafi
Brandon Johnson,1145000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145000.0,0.0,,28,0.0,LV,1,7.967716666666667,619,7,lv_nan_brandon_johnson
Buddy Johnson,1145000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145000.0,0.0,LB,27,0.0,LV,1,7.967716666666667,619,7,lv_lb_buddy_johnson
Segun Olubi,1145000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145000.0,0.0,LB,27,0.0,LV,1,7.967716666666667,619,7,lv_lb_segun_olubi
Tristin McCollum,1145000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145000.0,0.0,DB,27,0.0,LV,1,-2.8346,65,16,lv_db_tristin_mccollum
Alex Ward,1145000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145000.0,0.0,LS,27,0.0,LV,1,7.967716666666667,619,7,lv_ls_alex_ward
Chris Myarick,1145000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145000.0,0.0,TE,31,0.0,LV,1,7.349425,747,5,lv_te_chris_myarick
Dylan Laube,1075000.0,38798.0,0.0,0.0,0.0,0.0,0.0,0.0,1113798.0,0.0,RB,27,0.0,LV,1,-4.6682,65,16,lv_rb_dylan_laube
Jonah Laulu,1075000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075000.0,0.0,DL,26,0.0,LV,1,7.967716666666667,619,7,lv_dl_jonah_laulu
Shedrick Jackson,1075000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075000.0,0.0,WR,27,0.0,LV,1,10.062375,809,4,lv_wr_shedrick_jackson
Patrick Johnson,1215000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075000.0,0.0,LB,28,0.0,LV,1,7.967716666666667,619,7,lv_lb_patrick_johnson
Albert Okwuegbunam,1215000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075000.0,0.0,TE,28,0.0,LV,1,7.349425,747,5,lv_te_albert_okwuegbunam
Deven Thompkins,1215000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075000.0,0.0,WR,27,0.0,LV,1,10.062375,809,4,lv_wr_deven_thompkins
Cameron McGrone,1215000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075000.0,0.0,LB,26,0.0,LV,1,7.967716666666667,619,7,lv_lb_cameron_mcgrone
Phillip Dorsett,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075000.0,0.0,WR,33,0.0,LV,1,10.062375,809,4,lv_wr_phillip_dorsett
Folorunso Fatukasi,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075000.0,0.0,DL,31,0.0,LV,1,7.967716666666667,619,7,lv_dl_folorunso_fatukasi
Dare Ogunbowale,1300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075000.0,0.0,RB,32,0.0,LV,1,-3.25788,448,10,lv_rb_dare_ogunbowale
JJ Pegues,1005000.0,66785.0,0.0,0.0,0.0,0.0,0.0,0.0,1071785.0,0.0,DL,25,0.0,LV,1,7.967716666666667,619,7,lv_dl_jj_pegues
Cody Lindenberg,1005000.0,35292.0,0.0,0.0,0.0,0.0,0.0,0.0,1040292.0,0.0,LB,24,0.0,LV,1,7.967716666666667,619,7,lv_lb_cody_lindenberg
Dalton Johnson,885000.0,129939.0,0.0,0.0,0.0,0.0,0.0,0.0,1014939.0,0.0,,25,0.0,LV,1,7.967716666666667,619,7,lv_nan_dalton_johnson
Greedy Vance Jr.,1005000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005000.0,0.0,DB,25,0.0,LV,1,-2.8346,65,16,lv_db_greedy_vance_jr_
Will Putnam,1005000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005000.0,0.0,OL,26,0.0,LV,1,0.394,65,16,lv_ol_will_putnam
Carter Runyon,1005000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005000.0,0.0,TE,25,0.0,LV,1,7.349425,747,5,lv_te_carter_runyon
Hezekiah Masses,885000.0,94869.0,0.0,0.0,0.0,0.0,0.0,0.0,979869.0,0.0,,25,0.0,LV,1,7.967716666666667,619,7,lv_nan_hezekiah_masses
Malik Benson,885000.0,69433.0,0.0,0.0,0.0,0.0,0.0,0.0,954433.0,0.0,,25,0.0,LV,1,7.967716666666667,619,7,lv_nan_malik_benson
Brandon Cleveland,885000.0,39537.0,0.0,0.0,0.0,0.0,0.0,0.0,924537.0,0.0,,25,0.0,LV,1,7.967716666666667,619,7,lv_nan_brandon_cleveland
Cian Slone,885000.0,8333.0,0.0,0.0,0.0,0.0,0.0,247500.0,893333.0,0.0,,25,0.0,LV,1,7.967716666666667,619,7,lv_nan_cian_slone
Isaiah Jatta,885000.0,6666.0,0.0,0.0,0.0,0.0,0.0,100000.0,891666.0,0.0,,25,0.0,LV,1,7.967716666666667,619,7,lv_nan_isaiah_jatta
Chase Roberts,885000.0,6666.0,0.0,0.0,0.0,0.0,0.0,247500.0,891666.0,0.0,,25,0.0,LV,1,7.967716666666667,619,7,lv_nan_chase_roberts
Roman Hemby,885000.0,6666.0,0.0,0.0,0.0,0.0,0.0,200000.0,891666.0,0.0,,25,0.0,LV,1,7.967716666666667,619,7,lv_nan_roman_hemby
Gary Smith III,885000.0,5000.0,0.0,0.0,0.0,0.0,0.0,100000.0,890000.0,0.0,,25,0.0,LV,1,7.967716666666667,619,7,lv_nan_gary_smith_iii
E.J. Williams Jr.,885000.0,3333.0,0.0,0.0,0.0,0.0,0.0,10000.0,888333.0,0.0,,25,0.0,LV,1,7.967716666666667,619,7,lv_nan_e_j__williams_jr_
Jacob Clark,885000.0,3333.0,0.0,0.0,0.0,0.0,0.0,0.0,888333.0,0.0,,25,0.0,LV,1,7.967716666666667,619,7,lv_nan_jacob_clark
Xavian Sorey Jr.,885000.0,3333.0,0.0,0.0,0.0,0.0,0.0,60000.0,888333.0,0.0,,25,0.0,LV,1,7.967716666666667,619,7,lv_nan_xavian_sorey_jr_
Tyler Duzansky,885000.0,3333.0,0.0,0.0,0.0,0.0,0.0,100000.0,888333.0,0.0,,25,0.0,LV,1,7.967716666666667,619,7,lv_nan_tyler_duzansky
Kansei Matsuzawa,885000.0,3333.0,0.0,0.0,0.0,0.0,0.0,15000.0,888333.0,0.0,,25,0.0,LV,1,7.967716666666667,619,7,lv_nan_kansei_matsuzawa
Caleb Offord,885000.0,2333.0,0.0,0.0,0.0,0.0,0.0,12000.0,887333.0,0.0,,25,0.0,LV,1,7.967716666666667,619,7,lv_nan_caleb_offord
Devin Lafayette,885000.0,1666.0,0.0,0.0,0.0,0.0,0.0,11000.0,886666.0,0.0,,25,0.0,LV,1,7.967716666666667,619,7,lv_nan_devin_lafayette
Braeden Daniels,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,OL,26,0.0,LV,1,0.394,65,16,lv_ol_braeden_daniels
Dalton Wagner,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,OL,28,0.0,LV,1,0.394,65,16,lv_ol_dalton_wagner
Jahfari Harvey,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,DL,25,0.0,LV,1,7.967716666666667,619,7,lv_dl_jahfari_harvey
Treven Ma'ae,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,DL,25,0.0,LV,1,7.967716666666667,619,7,lv_dl_treven_ma_ae
Patrick Gurd,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,,25,0.0,LV,1,7.967716666666667,619,7,lv_nan_patrick_gurd
Niklas Henning,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,,25,0.0,LV,1,7.967716666666667,619,7,lv_nan_niklas_henning
Kamar Missouri,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,,25,0.0,LV,1,7.967716666666667,619,7,lv_nan_kamar_missouri
Devyn Perkins,885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885000.0,0.0,,25,0.0,LV,1,7.967716666666667,619,7,lv_nan_devyn_perkins
